query_id	category	facets	query_text	bf_reason	bf_d_m	nom_ok	gold_lat	gold_lon	bf_top1_lat	bf_top1_lon	nom_top1_lat	nom_top1_lon
be-abbreviated-00354	abbreviated	has_diacritics	Rue St-Léonard 182, 4000 Liège	wrong_far	70252.0	True	50.6479396	5.5905565	51.2098600	5.1323400	50.6479396	5.5905565
be-abbreviated-00355	abbreviated	has_abbreviation	Grand'Pl. 55, 1400 Nivelles	wrong_near	181.7	True	50.5974744	4.3224340	50.5976700	4.3249900	50.5974657	4.3223810
be-abbreviated-00357	abbreviated	has_abbreviation	Molenstr. 38, 2270 Herenthout	wrong_near	238.0	True	51.1397580	4.7592225	51.1400669	4.7558469	51.1396645	4.7592445
be-abbreviated-00359	abbreviated	has_abbreviation,has_diacritics	R. Bois Gotha 2, 4000 Liège	wrong_near	6277.7	True	50.6463944	5.5507002	50.5908102	5.5662833	50.6463749	5.5507519
be-abbreviated-00360	abbreviated	has_abbreviation,has_diacritics	R. Émile Vandervelde 16, 7332 Sirault	wrong_far	47113.7	True	50.5050022	3.7844778	50.7421300	4.3379600	50.5050181	3.7844697
be-abbreviated-00363	abbreviated	has_abbreviation,has_diacritics	Av. Léon Jourez 9, 1420 Braine-l'Alleud	wrong_near	3499.2	True	50.6843323	4.3713596	50.6911785	4.3228787	50.6843245	4.3713435
be-abbreviated-00364	abbreviated	has_abbreviation	Merelpl. 2, 1830 Machelen	wrong_near	138.1	False	50.9158857	4.4424517	50.9163985	4.4442465		
be-abbreviated-00366	abbreviated	has_abbreviation	Peperstr. 2, 3080 Tervuren	wrong_near	125.5	True	50.8228791	4.5131380	50.8228453	4.5113523	50.8228429	4.5129556
be-abbreviated-00369	abbreviated	has_abbreviation,has_diacritics	R. de la Bruyère 215, 1332 Genval	wrong_far	222791.3	True	50.7262534	4.4859530	49.2939200	2.3055100	50.7261722	4.4859541
be-abbreviated-00370	abbreviated	has_abbreviation	R. du Lac 24, 4950 Waimes	wrong_near	3210.7	True	50.4536303	6.1227177	50.4401988	6.0825791	50.4535901	6.1228066
be-abbreviated-00371	abbreviated	has_abbreviation	Prinses Josephine-Charlottepl. 5, 1950 Kraainem	wrong_near	287.5	False	50.8576648	4.4683265	50.8595280	4.4654870		
be-abbreviated-00372	abbreviated	has_abbreviation	Molenstr.je 43, 9230 Wetteren	wrong_near	2589.6	False	51.0099744	3.8797496	50.9964250	3.8496499		
be-abbreviated-00373	abbreviated	has_abbreviation	R. Pierre Bosseau 28, 5670 Nismes	wrong_far	86909.7	True	50.0703160	4.5501000	50.8339300	4.2882800	50.0703160	4.5501000
be-abbreviated-00374	abbreviated	has_abbreviation	Groenstr. 42, 3560 Lummen	wrong_far	87390.1	True	50.9905427	5.1902306	50.7339913	4.0132786	50.9904521	5.1904423
be-abbreviated-00377	abbreviated	has_abbreviation	Groenenborgerln. 24, 2610 Wilrijk	wrong_near	1099.7	True	51.1736630	4.4046008	51.1826385	4.3979750	51.1736082	4.4047360
be-abbreviated-00378	abbreviated	has_abbreviation	Westendeln. 1, 8430 Middelkerke	wrong_near	547.5	True	51.1846104	2.8199613	51.1871029	2.8131862	51.1846104	2.8199613
be-abbreviated-00379	abbreviated	has_abbreviation	Bondgenotenln. 88, 3000 Leuven	wrong_near	898.4	True	50.8803550	4.7102871	50.8876343	4.7047301	50.8803003	4.7103091
be-abbreviated-00381	abbreviated	has_abbreviation	Pl. Albert 1er 9, 4880 Aubel	wrong_far	191071.5	True	50.7058151	5.8578797	50.9230300	3.1599200	50.7058232	5.8578233
be-abbreviated-00383	abbreviated	has_abbreviation,has_diacritics	Av. Léon Jourez 9, 1420 Braine-l'Alleud	wrong_near	3499.2	True	50.6843323	4.3713596	50.6911785	4.3228787	50.6843245	4.3713435
be-abbreviated-00384	abbreviated		Legeweg 231, 8200 Sint-Andries	wrong_near	3844.4	True	51.2062292	3.1847825	51.1811453	3.1468167	51.2062114	3.1848299
be-abbreviated-00385	abbreviated	has_abbreviation	Ch. de Charleroi 2, 1470 Genappe	wrong_far	26088.5	False	50.6078737	4.4505361	50.3733008	4.4578992		
be-abbreviated-00386	abbreviated		Chemin de la Bicoque 3, 4960 Longfaye	wrong_far	190750.5	True	50.4712250	6.0844642	50.6215300	3.3951100	50.4712250	6.0844642
be-abbreviated-00389	abbreviated	has_abbreviation,has_diacritics	R. du bois brûlé 11, 1380 Couture-St-Germain	wrong_near	578.0	True	50.6615877	4.4843345	50.6618296	4.4761434	50.6615877	4.4843345
be-abbreviated-00390	abbreviated	has_abbreviation	Pl. de la Station 17, 5000 Namur	wrong_far	54395.8	True	50.4681164	4.8622654	49.9845000	4.9774000	50.4681078	4.8623042
be-abbreviated-00393	abbreviated	has_abbreviation	Schoolstr. 2, 8310 Assebroek	wrong_far	144164.2	True	51.2016783	3.2495954	50.7060001	5.1514380	51.2016314	3.2495777
be-abbreviated-00396	abbreviated	has_abbreviation	Hendrik Schoofsstr. 6, 2960 Brecht	wrong_far	110985.9	True	51.3492726	4.6434280	51.1176900	3.0928300	51.3492447	4.6434327
be-abbreviated-00397	abbreviated		Brusselsesteenweg 312, 3020 Veltem-Beisem	wrong_far	15026.6	True	50.8965829	4.6231840	50.7729500	4.5367900	50.8967024	4.6231633
be-abbreviated-00399	abbreviated	has_abbreviation	Mechelsestr. 43, 3000 Leuven	wrong_near	168.1	True	50.8810400	4.6993670	50.8796400	4.7002700	50.8810798	4.6992627
be-typo-00401	typo		Brugsesteenweg 41, 8433 Middelerke	wrong_near	2110.1	False	51.1205304	2.8496464	51.1268600	2.8781500		
be-typo-00404	typo		Voie de l'Air Pur 213, 4052 Chaudfontaiqe	wrong_far	10610.9	False	50.5641380	5.6351376	50.6019700	5.7731100		
be-typo-00406	typo		Astridlaan 60, 8620 Nieuwpootr	wrong_near	348.3	False	51.1297945	2.7480673	51.1328900	2.7473000		
be-typo-00407	typo		Henri Horriestraat 29, 8800 Roeeelare	wrong_far	129440.8	False	50.9473453	3.1247319	50.9784000	4.9724000		
be-typo-00410	typo	has_diacritics	Erupener Straße 54, 4731 Raeren - Eynatten	wrong_near	877.3	False	50.6875475	6.0794169	50.6864100	6.0917400		
be-typo-00411	typo		Molendreef 9, 8210 Loppem	wrong_near	118.2	True	51.1513246	3.2002740	51.1520600	3.1990500	51.1513401	3.2003109
be-typo-00412	typo		Rue du Vivier 1, 6950 Nassogne	wrong_far	237311.9	True	50.1281516	5.3436948	49.2939200	2.3055100	50.1281516	5.3436948
be-typo-00413	typo		Gorenveldstraat 76, 3001 Leuven	wrong_near	2181.2	False	50.8732018	4.6836736	50.8876343	4.7047301		
be-typo-00414	typo		Stationsstkraat 177, 2440 Geel	wrong_near	5285.5	False	51.1683038	4.9885503	51.1626136	5.0638075		
be-typo-00418	typo		Moerkerkse Steenweg 190, 8310 fint-Kruis	wrong_near	495.3	False	51.2143159	3.2489072	51.2129100	3.2421600		
be-typo-00419	typo		Place des Combattantg 3, 4840 Welkenraedt	wrong_near	391.0	False	50.6607406	5.9739901	50.6642039	5.9730310		
be-typo-00420	typo		Rue Haute Claire 4, 4041 Milmort	wrong_near	823.3	True	50.6877824	5.6078313	50.6946635	5.6035181	50.6877824	5.6078313
be-typo-00421	typo		Zavelstraat 37, 9190 Steene	wrong_far	37728.3	False	51.2098672	4.0523447	50.8895300	4.2302500		
be-typo-00422	typo		Velodonkstraat 2, 3120 Tremelo	wrong_near	4935.7	False	50.9907735	4.7040078	51.0071051	4.7695915		
be-typo-00423	typo	has_diacritics	Chaussée de Tervuren 11, 1410 Waterkoo	wrong_far	42936.4	False	50.7025963	4.4027532	50.6402800	5.0040400		
be-typo-00424	typo		Rue de l'Abbyae 13A, 1380 Lasne	wrong_near	5159.2	False	50.6672203	4.4681130	50.7121238	4.4865503		
be-typo-00425	typo		Gistelse Steenweg 479, 8200 Sint-Andries	wrong_near	2962.1	True	51.1971037	3.1808488	51.1811453	3.1468167	51.1970594	3.1808809
be-typo-00428	typo	has_slash_suffix	Priys Boudewijnlaan 9, 2550 Kontich /4B	wrong_far	23483.3	False	51.1431805	4.4341415	51.1409400	4.7707400		
be-typo-00430	typo		Leuvensesteenweg 205, 3190 Boortmeerteek	wrong_near	2701.1	False	50.9770963	4.5598424	50.9941800	4.5324100		
be-typo-00432	typo		Rue Simonis 8, 4130 Esnuex	wrong_far	91242.1	False	50.5360803	5.5697819	50.8265400	4.3586000		
be-typo-00434	typo		Kapelsesteenweg 567, 2180 Mariaburg	wrong_near	2514.3	True	51.2928192	4.4434991	51.2720600	4.4578300	51.2928110	4.4434363
be-typo-00435	typo		Mechelsestroat 42, 3000 Leuven	wrong_near	833.7	False	50.8808746	4.6995872	50.8876343	4.7047301		
be-typo-00440	typo		Kortrijksepoortstraat, 9000 Lcdeberg	wrong_near	199.9	False	51.0442433	3.7217947	51.0460200	3.7222300		
be-typo-00443	typo		Rue Arnold Delsupexhe 29, 4040 Hersutal	wrong_far	92553.2	False	50.6822962	5.6419353	50.8003300	4.3399100		
be-typo-00444	typo		Rue Sainte-Lousie 82, 7301 Hornu	wrong_near	488.1	False	50.4348091	3.8375975	50.4304803	3.8387412		
be-typo-00446	typo		Heppensesteenweg 78, 3945 aHm	wrong_near	204.3	False	51.1044624	5.1861428	51.1050600	5.1889100		
be-typo-00447	typo		Staatsbaan 215A, 8610 Kotemark	wrong_near	6916.1	False	51.0192215	2.9685032	51.0271000	3.0665900		
be-typo-00448	typo		Maurgarethaplein 11, 3000 Leuven	wrong_near	913.7	False	50.8796184	4.7018652	50.8876343	4.7047301		
be-typo-00449	typo		Dotpsstraat 71, 8470 Gistel	wrong_near	2723.3	False	51.1753648	2.9389712	51.1590726	2.9681334		
be-typo-00450	typo	has_diacritics	Avenue du Châtgeau 14, 7941 Brugelette	wrong_near	2072.2	False	50.6091875	3.8407494	50.5910282	3.8473476		
be-typo-00454	typo		Dienstenzone Drongen-Noord, 9031 Drongen	wrong_far	26174.6	False	51.0350130	3.6392081	51.1746800	3.9409800	51.0352875	3.6377631
be-typo-00455	typo		Henry Fordlakan 50, 3600 Genk	wrong_far	75317.1	False	50.9263614	5.4803014	50.8631700	4.4111000		
be-typo-00459	typo		Aenue Cardinal Mercier 75, 5000 Namur	no_result		False	50.4645891	4.8497441				
be-typo-00460	typo	has_diacritics	Rue du Zémont 14, 5030 Lonzée	wrong_near	1256.5	True	50.5537815	4.7248881	50.5425018	4.7259555	50.5536623	4.7249949
be-typo-00463	typo		Chasusee Verte 101, 4470 Saint-Georges-sur-Meuse	wrong_near	722.1	False	50.6030938	5.3467910	50.6007580	5.3563377		
be-typo-00464	typo		Wulmersumsesteenweg 367, 3300 Hakendfver, Tienen	wrong_near	1291.3	False	50.7894546	4.9609349	50.8001800	4.9538900		
be-typo-00466	typo	has_diacritics	Rue Saint-Rmey 29, 4000 Liège	wrong_near	5286.0	False	50.6382972	5.5697625	50.5908102	5.5662833		
be-typo-00467	typo		Rue Piretfontainte 1, 4140 Dolembreux	wrong_near	1451.6	False	50.5362028	5.6329935	50.5345342	5.6533642		
be-typo-00468	typo	has_diacritics	Rue de la Rivièrette 13, 7333 Tertre	wrong_far	63285.7	True	50.4617340	3.8111904	50.5609300	4.6924800	50.4617356	3.8111885
be-typo-00469	typo		Pintestnaat 4, 9840 De Pinte	wrong_near	105.5	False	50.9914125	3.6487647	50.9910417	3.6473778		
be-typo-00470	typo		Place Albert-Elisabeth 28,30, 7330 Saint-Ghislaion	wrong_far	60532.6	False	50.4435101	3.8192042	50.8411200	4.4055500		
be-typo-00475	typo		Avenue Albert 1ez 19, 5000 Namur	wrong_far	62156.3	False	50.4664077	4.8789018	50.8995000	4.3211300		
be-typo-00476	typo	has_diacritics	Rue de Chèvreont 91, 4051 Chaudfontaine	wrong_near	1558.9	False	50.5992118	5.6436766	50.5852580	5.6458116		
be-typo-00477	typo		Lange Munteplein 7, 8500 Korrtijk	wrong_far	34616.3	False	50.8107814	3.2986325	50.9448600	3.7439100		
be-typo-00478	typo	has_diacritics	Breeërsteenweg, 3640 Kinrooi	wrong_near	5265.0	False	51.1454867	5.7332192	51.1474800	5.8086300	51.1455582	5.7981325
be-typo-00479	typo		Gebroeders De Winterstraat 119, 2275 Wechelderzande	wrong_near	1101.9	True	51.2580796	4.8006357	51.2632284	4.7871056	51.2582071	4.8007093
be-typo-00481	typo		Rue Gradne 45, 7330 Saint-Ghislain	wrong_near	7610.4	False	50.4457780	3.8204260	50.5033413	3.8786019		
be-typo-00482	typo		yue du Commerce 55, 5590 Ciney	wrong_near	739.3	False	50.2933419	5.0979619	50.2866935	5.0980489		
be-typo-00483	typo		Heulesvtraat 168, 8560 Wevelgem	wrong_near	4313.0	False	50.8432410	3.2206255	50.8112526	3.1858957		
be-typo-00486	typo		Tienevest 8, 3000 Leuven	wrong_near	891.3	False	50.8820636	4.7138661	50.8876343	4.7047301		
be-typo-00490	typo		Sint-Truidensesteenweg 195, 3350 Orsmaal	wrong_near	831.2	True	50.8031583	5.0594838	50.8020800	5.0477800	50.8031583	5.0594838
be-typo-00492	typo	has_diacritics	Allée du Petit Paris 5, 1410 Watjerloo	wrong_far	217489.0	False	50.7126155	4.4007194	49.2939200	2.3055100		
be-typo-00493	typo		Leemstraat 17, 3850 Nieuwerkereen	wrong_far	55455.0	False	50.8639380	5.1817455	51.3208900	4.8636400		
be-typo-00494	typo		Poperingsehweg 453, 8908 Ieper	wrong_near	5118.3	False	50.8545995	2.8183630	50.8499531	2.8909008		
be-typo-00495	typo		Brusselxesteenweg 23, 3020 Herent	wrong_near	5709.6	False	50.8863051	4.6683507	50.9219720	4.6097754		
be-typo-00496	typo	has_diacritics	Rue Émile Lété 79, 7332 Sirault	wrong_far	58363.0	True	50.5047624	3.7912146	51.0241837	3.6719466	50.5047888	3.7912678
be-typo-00497	typo		Rue des Alouttes 140, 4041 Milmort	wrong_near	1132.4	False	50.6942265	5.5874558	50.6946635	5.6035181		
be-typo-00498	typo		Rue Craesborn 58, 4608 Warsage	wrong_near	274.9	True	50.7314473	5.7638233	50.7321225	5.7600656	50.7314586	5.7637740
be-typo-00503	typo		bRue des Lilas, 1470 Genappe	wrong_near	629.5	False	50.6143350	4.4518875	50.6105119	4.4453072		
be-typo-00512	typo		Riddnrsstraat 84, 3000 Leuven	wrong_near	1021.1	False	50.8832518	4.6919394	50.8876343	4.7047301		
be-typo-00513	typo		Tervuurdsesteenweg 772, 1982 Elewijt	wrong_near	2657.6	False	50.9600252	4.4970642	50.9598500	4.4591200		
be-typo-00514	typo		Groenveldstraat 72, 3001 Leven	wrong_near	370.4	True	50.8733891	4.6836037	50.8767100	4.6831900	50.8733891	4.6836037
be-typo-00515	typo		Witte Torenstraaot 43, 3960 Bree	wrong_far	24138.8	False	51.1448131	5.5985968	51.0185400	5.3175100		
be-typo-00518	typo		Gemeentestraat 12, 3054 Vaalbeek	wrong_near	9285.6	True	50.8275498	4.6909084	50.8951600	4.7685600	50.8275094	4.6909547
be-typo-00519	typo		Rue des Carmes 36-38, 5000 Nlmur	no_result		False	50.4664101	4.8639557				
be-typo-00520	typo		Rue Grande 95, 7330 Saint-oGhislain	wrong_far	82857.3	False	50.4442721	3.8209106	50.7576100	4.8860800		
be-typo-00521	typo		Rue de l'Ange 21, 5000 gNamur	no_result		False	50.4631727	4.8658846				
be-typo-00522	typo		Stationssteenweg 187, 2560 Kessel	wrong_near	537.0	True	51.1491153	4.6205002	51.1447700	4.6238600	51.1490465	4.6203077
be-typo-00526	typo	has_diacritics	Rue de Chièvres 111, 7331 Baudour	wrong_far	10380.7	True	50.4935444	3.8062698	50.5868721	3.8098856	50.4935444	3.8062698
be-typo-00527	typo		Brusselstraat 267, 1702 rGoot-Bijgaarden	wrong_far	13390.9	False	50.8710666	4.2611073	50.8428600	4.0756400		
be-typo-00529	typo		Rue de l'Ange 40, 5000 Natmur	no_result		False	50.4638252	4.8659442				
be-typo-00533	typo		Lfijnwaadmarkt 32, 9700 Ename	wrong_near	231.5	False	50.8545218	3.6332613	50.8557600	3.6306100		
be-typo-00538	typo		Brusselsesteenweg 250, 3020 Heerent	wrong_far	11446.6	False	50.8945432	4.6324730	50.8245900	4.5128300		
be-typo-00540	typo		Kapelsesteenweg 567, 2180 Mmariaburg	wrong_near	2514.3	False	51.2928192	4.4434991	51.2720600	4.4578300		
be-typo-00543	typo	has_slash_suffix	Mier 78, 2000 Antwerpen /109	wrong_near	1223.2	False	51.2177609	4.4116416	51.2277200	4.4041825		
be-typo-00544	typo		Predisherenberg 15A, 3020 Herent	wrong_near	5931.6	False	50.8821012	4.6659701	50.9219720	4.6097754		
be-typo-00546	typo		Prins Boudrwijnlaan 2, 2600 Berchem	wrong_near	1203.2	False	51.1810664	4.4232543	51.1891474	4.4347356		
be-typo-00549	typo		Kolonel Begalutlaan 15, 3012 Wilsele	wrong_near	367.0	False	50.8919261	4.7058825	50.8886300	4.7056100		
be-typo-00552	typo		Avenue Hippolyte Dumont 3, 4540 vAmpsin	wrong_far	63631.3	False	50.5398065	5.2873651	50.8224000	4.5020400		
be-typo-00555	typo		Felix Beernaertsplein 11, 9230 Wteteren	wrong_far	61268.4	False	51.0028805	3.8800447	51.0083400	4.7556600		
be-typo-00556	typo		Kauwlei 89, 2550 Kontihc	wrong_near	449.7	False	51.1293064	4.4749513	51.1329900	4.4722900		
be-typo-00558	typo		Moorselstraat 320, 3080 sTervuren	wrong_near	1249.7	False	50.8601120	4.5346346	50.8492100	4.5389600		
be-typo-00565	typo		Rue Godefroid 1B, 5000 Namqur	wrong_far	55137.2	False	50.4661767	4.8623390	50.8585400	4.3840200		
be-typo-00567	typo		Westelsebaan 60, 3271 Averbode	wrong_near	479.4	True	51.0213035	4.9884122	51.0243390	4.9835445	51.0212817	4.9882475
be-typo-00568	typo		Avenue Paul Pastur 117, 6001 Mracinelle	wrong_far	55867.6	False	50.4019611	4.4290407	50.8997300	4.3213600		
be-typo-00569	typo	has_diacritics	Chaussée de aBruxelles 36a, 1300 Wavre	wrong_far	49834.6	False	50.7218821	4.6078387	50.3187300	4.9157600		
be-typo-00571	typo		Beervelde-Donrp 79, 9080 Beervelde	wrong_near	337.3	False	51.0801411	3.8795076	51.0801700	3.8746800		
be-typo-00572	typo		zRoute de Liers 142, 4041 Milmort	wrong_near	1721.6	False	50.6894713	5.5804936	50.6946635	5.6035181		
be-typo-00577	typo		Rue Joseph IPret 10B, 5150 Floreffe	wrong_near	2187.4	False	50.4336251	4.7608754	50.4422065	4.7886680		
be-typo-00578	typo		Rue Piretfontaine 1, 4140 Dolembreux	wrong_near	1451.6	True	50.5362028	5.6329935	50.5345342	5.6533642	50.5362028	5.6329935
be-typo-00580	typo		Groenplaats 42, 2000 Antwrpen	wrong_near	174.5	False	51.2182830	4.4020381	51.2196900	4.4009300		
be-typo-00582	typo		Biezenstraut 14, 8430 Middelkerke	wrong_near	2194.8	False	51.1921814	2.8436193	51.1871029	2.8131862		
be-typo-00583	typo	has_diacritics	Rue Cheveksne 78, 6542 Sars la Buissière	no_result		False	50.3376874	4.2218753				
be-typo-00588	typo		Reu du Lac 24, 4950 Waimes	wrong_near	3210.7	False	50.4536303	6.1227177	50.4401988	6.0825791		
be-typo-00589	typo		Diestsesteenweg 296, 3202 Rillaar	wrong_far	12102.1	True	50.9753984	4.8895582	50.8903700	4.7817600	50.9754800	4.8895856
be-typo-00591	typo		Sint-Jakobsstraat 36, 8000 Brufgge	wrong_near	138.0	False	51.2102627	3.2213731	51.2092600	3.2225400		
be-typo-00592	typo		Blauwe Stap 8, 3020 Hernt	wrong_far	121793.6	False	50.9148301	4.6872220	51.2671400	3.0359500		
be-typo-00595	typo		Rue de l'Abbye 13A, 1380 Lasne	wrong_near	5159.2	False	50.6672203	4.4681130	50.7121238	4.4865503		
be-typo-00596	typo		Stationsstraat 165, 3110 Rotselara	wrong_far	97485.8	False	50.9443410	4.7282219	50.7324332	3.3810858		
be-typo-00598	typo		Brusselsestetnweg 356, 9050 Ledeberg	wrong_near	382.7	False	51.0398634	3.7441846	51.0370600	3.7410100		
be-reordered-00600	reordered	has_diacritics	4040 Herstal 1ère Avenue 50	wrong_near	3119.7	True	50.6907089	5.6129504	50.6649089	5.6303449	50.6907089	5.6129504
be-reordered-00601	reordered		4040 Herstal Rue des Naiveux	wrong_near	2709.5	False	50.6867112	5.6475156	50.6649089	5.6303449	50.6885028	5.6470600
be-reordered-00602	reordered		7330 Saint-Ghislain Place Albert-Elisabeth 18	wrong_far	60494.3	True	50.4436608	3.8198585	50.8411400	4.4056300	50.4437141	3.8199680
be-reordered-00603	reordered		2000 Antwerpen Meir 21	wrong_near	1047.6	True	51.2184082	4.4064650	51.2277200	4.4041825	51.2185834	4.4065245
be-reordered-00604	reordered		2550 Kontich Sint-Jansplein 8	wrong_far	12673.6	True	51.1341545	4.4463946	51.0332513	4.3620211	51.1342505	4.4464533
be-reordered-00605	reordered	has_diacritics	7130 Bray Avenue Léopold III 12	wrong_far	66576.6	True	50.4255979	4.1248944	50.8854964	4.7296242	50.4249281	4.1251473
be-reordered-00606	reordered		2900 Schoten Bredabaan 1305	wrong_far	10610.3	True	51.2676237	4.4652488	51.3497928	4.5428510	51.2678820	4.4639889
be-reordered-00607	reordered		2550 Kontich Heiveldekens 9G	wrong_near	446.8	True	51.1210761	4.4620990	51.1233470	4.4568168	51.1210761	4.4620990
be-reordered-00608	reordered		7850 Enghien Rue d'Hoves 132	wrong_near	749.6	True	50.6909094	4.0330599	50.6955746	4.0407418	50.6905793	4.0325598
be-reordered-00609	reordered		3111 Wezemaal Langestraat 80	wrong_far	49820.2	True	50.9534521	4.7502990	50.7609041	4.1094140	50.9535424	4.7504337
be-reordered-00610	reordered		2970 Schilde Brasschaatsebaan 30	wrong_near	218.3	True	51.2416080	4.5785260	51.2396758	4.5779731	51.2415845	4.5785499
be-reordered-00611	reordered	has_diacritics	5004 Bouge Chaussée de Louvain 328	wrong_far	20094.9	True	50.4777937	4.8784215	50.6398173	5.0044203	50.4776454	4.8788226
be-reordered-00612	reordered		8210 Loppem Stationsstraat 7	wrong_far	48830.2	True	51.1551436	3.1922248	50.7324332	3.3810858	51.1551061	3.1922021
be-reordered-00613	reordered		8200 Sint-Michiels Tillegempark	wrong_near	3151.0	True	51.1766514	3.1822942	51.1940384	3.2179931	51.1764906	3.1829987
be-reordered-00614	reordered		2387 Baarle-Hertog Molenstraat 90	wrong_near	3424.3	True	51.4381411	4.9317882	51.4074289	4.9354139	51.4381411	4.9317882
be-reordered-00615	reordered		8000 Sint-Pieters Oostendse Steenweg 117	wrong_far	89502.4	True	51.2236998	3.2005054	50.7980079	4.2862951	51.2236310	3.2007320
be-reordered-00616	reordered		2880 Bornem Stationsstraat 2	wrong_far	72488.3	True	51.0993707	4.2357541	50.7324332	3.3810858	51.0993876	4.2358360
be-reordered-00618	reordered	has_diacritics	4120 Neupré Rue des Deux Églises 49	wrong_near	1412.9	True	50.5380391	5.4793933	50.5303732	5.4634497	50.5380087	5.4793230
be-reordered-00619	reordered	has_diacritics	4000 Liège Rue de la Goffe 8-10	wrong_near	6114.5	True	50.6453019	5.5779152	50.5908102	5.5662833	50.6453019	5.5779152
be-reordered-00620	reordered		7080 Frameries Rue de l'Industrie 128	wrong_near	2582.1	True	50.4097389	3.8772830	50.4079400	3.9136100	50.4096937	3.8773276
be-reordered-00621	reordered		2840 Reet Eikenstraat 55	wrong_far	45613.0	True	51.1034837	4.4115347	50.8204803	4.8830108	51.1034736	4.4113823
be-reordered-00622	reordered		3000 Leuven Tiensestraat 12	wrong_near	411.2	True	50.8785165	4.7031783	50.8758099	4.7071724	50.8785295	4.7030951
be-reordered-00623	reordered		7330 Saint-Ghislain Rue Grande 74	wrong_near	7688.5	True	50.4449825	3.8203331	50.5033413	3.8786019	50.4449494	3.8202923
be-reordered-00624	reordered		3290 Diest Leuvensesteenweg 72	wrong_far	41037.8	False	50.9772679	5.0459425	50.8245127	4.5132236	50.9766020	5.0469947
be-reordered-00625	reordered		9230 Wetteren Serskampsteenweg 33	wrong_near	205.3	True	51.0012749	3.8907021	51.0001421	3.8930183	51.0013247	3.8906173
be-reordered-00626	reordered	has_diacritics	5101 Lives-sur-meuse Chaussée de Liège 1178	wrong_near	1372.7	True	50.4780918	4.9682817	50.4761073	4.9491348	50.4781244	4.9681344
be-reordered-00627	reordered		4608 Warsage Rue Joseph Muller 44	wrong_near	458.8	True	50.7358513	5.7628552	50.7321225	5.7600656	50.7358774	5.7628156
be-reordered-00628	reordered		2450 Meerhout Boslaan 2	wrong_near	3561.6	True	51.1281696	5.0711297	51.1458511	5.0285654	51.1281696	5.0711297
be-reordered-00629	reordered		3020 Herent Predikherenberg 9	wrong_near	4940.0	True	50.8824939	4.6650972	50.8722502	4.7336083	50.8824939	4.6650972
be-reordered-00630	reordered		3700 Tongeren Koninksemstraat 58	wrong_near	325.7	True	50.7704716	5.4485623	50.7681823	5.4456729	50.7704463	5.4485620
be-reordered-00631	reordered		8400 Oostende Vergeet-mij-nietjeslaan 11	wrong_far	115483.7	True	51.2162503	2.8811213	50.7423239	4.3489752	51.2164109	2.8808486
be-reordered-00632	reordered		2110 Wijnegem Krijgsbaan 124	wrong_near	5742.4	True	51.2179743	4.4957292	51.1740113	4.4524899	51.2179505	4.4958454
be-reordered-00633	reordered		4041 Milmort Rue des Alouettes 101	wrong_near	1384.0	True	50.6948763	5.5838716	50.6946635	5.6035181	50.6948763	5.5838716
be-reordered-00634	reordered	has_diacritics	5100 Wépion Chaussée de Dinant 636	wrong_far	25005.8	True	50.4332264	4.8628521	50.6394700	5.0038900	50.4332122	4.8627799
be-reordered-00635	reordered		3900 Overpelt Lindelsebaan 7	wrong_near	810.1	True	51.2088768	5.4179451	51.2054291	5.4077018	51.2086288	5.4178706
be-reordered-00636	reordered		2550 Kontich Sint-Jansplein 8	wrong_far	12673.6	True	51.1341545	4.4463946	51.0332513	4.3620211	51.1342505	4.4464533
be-reordered-00637	reordered		3110 Rotselaar Molenstraat 13	wrong_far	46004.4	True	50.9459364	4.7039949	50.7393111	4.1363543	50.9459617	4.7040580
be-reordered-00638	reordered		1933 Zaventem Tramlaan 346	wrong_near	3173.8	True	50.8622102	4.4878143	50.8872964	4.4662378	50.8622102	4.4878143
be-reordered-00639	reordered		5000 Namur Rue de Fer 12	wrong_near	666.2	True	50.4652279	4.8652204	50.4680069	4.8568813	50.4652413	4.8652994
be-reordered-00640	reordered	has_diacritics	5004 Bouge Chaussée de Louvain 306	wrong_far	17749.9	True	50.4771424	4.8773621	50.3191643	4.9132760	50.4771038	4.8774185
be-reordered-00641	reordered	has_diacritics	5660 Mariembourg Chaussée de Philippeville 35	wrong_far	11922.9	True	50.0946406	4.5163240	50.1991811	4.5535323	50.0946406	4.5163240
be-reordered-00642	reordered		2030 Antwerpen Straatsburgdok-Noordkaai 3	wrong_near	124.4	True	51.2428720	4.4189257	51.2418068	4.4194709	51.2428720	4.4189257
be-reordered-00643	reordered		5020 Champion Rue Louis Albert 8	wrong_near	109.6	True	50.4903531	4.8966683	50.4896338	4.8956093	50.4901808	4.8967890
be-reordered-00644	reordered		1800 Vilvoorde Mechelsestraat 17	wrong_far	15521.1	True	50.9304602	4.4219186	50.8172349	4.5512820	50.9304190	4.4219127
be-reordered-00645	reordered		4400 Flemalle Grand'Route 408	wrong_far	21993.4	True	50.5980114	5.4670027	50.4465721	5.2668845	50.5980114	5.4670027
be-reordered-00646	reordered		3700 Tongeren Grote Markt 35	wrong_near	241.0	True	50.7799098	5.4631796	50.7778123	5.4623143	50.7799055	5.4630802
be-reordered-00647	reordered		3001 Leuven Groenveldstraat 68	wrong_near	316.0	True	50.8735365	4.6835254	50.8763768	4.6833594	50.8735365	4.6835254
